m3_rw_history	rwstatus	tinyint	tinyint	NO	status
m3_rw_history	rwstatussebelumnya	tinyint	tinyint	NO	status
m3_sa	sastatus	tinyint	tinyint	NO	status
m3_sa	sastatussebelumnya	tinyint	tinyint	NO	status
m3_sa_history	sastatus	tinyint	tinyint	NO	status
m3_sa_history	sastatussebelumnya	tinyint	tinyint	NO	status
m3_sp	spstatussa	tinyint	tinyint	NO	status
m3_sp	spstatus	tinyint	tinyint	NO	status
m3_sp	spstatussebelumnya	tinyint	tinyint	NO	status
m3_sp_detail	statussa	tinyint	tinyint	NO	status
m3_sp_detail_history	statussa	tinyint	tinyint	NO	status
m3_sp_detail_progress	statussa	tinyint	tinyint	NO	status
m3_sp_history	spstatussa	tinyint	tinyint	NO	status
m3_sp_history	spstatus	tinyint	tinyint	NO	status
m3_sp_history	spstatussebelumnya	tinyint	tinyint	NO	status
m3_sp_progress	spstatussa	tinyint	tinyint	NO	status
m3_sp_progress	spstatus	tinyint	tinyint	NO	status
m3_sp_progress	spstatussebelumnya	tinyint	tinyint	NO	status
m3_ts	tsstatusrs	tinyint	tinyint	NO	status
m3_ts	tsstatusrealisasi	tinyint	tinyint	NO	status
m3_ts	tsstatus	tinyint	tinyint	NO	status
m3_ts	tsstatussebelumnya	tinyint	tinyint	NO	status
m3_ts_detail	statusrs	tinyint	tinyint	NO	status
m3_ts_detail	statusrealisasi	tinyint	tinyint	NO	status
m3_ts_detail_history	statusrs	tinyint	tinyint	NO	status
m3_ts_detail_history	statusrealisasi	tinyint	tinyint	NO	status
m3_ts_history	tsstatusrs	tinyint	tinyint	NO	status
m3_ts_history	tsstatusrealisasi	tinyint	tinyint	NO	status
m3_ts_history	tsstatus	tinyint	tinyint	NO	status
m3_ts_history	tsstatussebelumnya	tinyint	tinyint	NO	status
m4_ap	apstatusbayar	tinyint	tinyint	NO	status
m4_ap	apstatusvpp	tinyint	tinyint	NO	status
m4_ap	apstatus	tinyint	tinyint	NO	status
m4_ap	apstatussebelumnya	tinyint	tinyint	NO	status
m4_ap_history	apstatusbayar	tinyint	tinyint	NO	status
m4_ap_history	apstatusvpp	tinyint	tinyint	NO	status
m4_ap_history	apstatus	tinyint	tinyint	NO	status
m4_ap_history	apstatussebelumnya	tinyint	tinyint	NO	status
m4_bs	bsidrq1statuspo	tinyint	tinyint	NO	status
m4_bs	bsidrq2statuspo	tinyint	tinyint	NO	status
m4_bs	bsidrq3statuspo	tinyint	tinyint	NO	status
m4_bs	bsidrq4statuspo	tinyint	tinyint	NO	status
m4_bs	bsidrq5statuspo	tinyint	tinyint	NO	status
m4_bs	bsstatus	tinyint	tinyint	NO	status
m4_bs	bsstatussebelumnya	tinyint	tinyint	NO	status
m4_bs_history	bsidrq1statuspo	tinyint	tinyint	NO	status
m4_bs_history	bsidrq2statuspo	tinyint	tinyint	NO	status
m4_bs_history	bsidrq3statuspo	tinyint	tinyint	NO	status
m4_bs_history	bsidrq4statuspo	tinyint	tinyint	NO	status
m4_bs_history	bsidrq5statuspo	tinyint	tinyint	NO	status
m4_bs_history	bsstatus	tinyint	tinyint	NO	status
m4_bs_history	bsstatussebelumnya	tinyint	tinyint	NO	status
m4_cs	cssupplier	bigint	bigint	NO	actor
m4_cs	cssupplierkontak	varchar	varchar(100)	YES	actor
m4_cs	csstatuspo	tinyint	tinyint	NO	status
m4_cs	csstatusipc	tinyint	tinyint	NO	status
m4_cs	csstatusgrn	tinyint	tinyint	NO	status
m4_cs	csstatusri	tinyint	tinyint	NO	status
m4_cs	csstatusdnr	tinyint	tinyint	NO	status
m4_cs	csstatusprt	tinyint	tinyint	NO	status
m4_cs	csstatusrealisasi	tinyint	tinyint	NO	status
m4_cs	csstatus	tinyint	tinyint	NO	status
